Intensidad de color,Matiz violeta,Matiz rojo,Intensidad aromatica,Chocolate,Cafe,Tierra,Tabaco,Mermelada,Balsámico,Herbáceo,Aceituna,Vainilla,Acético,Miel,Brocoli,Compota,Humo,Oxidado,Alcohol,Trapo Mojado,Acidez,Amargo,Dulce,Astringencia,Volumen en boca
6.19,3.99,5.46,6.97,5.16,3.1,3.33,1.4,3.06,2.91,0.94,1.4,0.79,0,0,0,0,0,0,1.26,0,3.27,2.02,0,3.44,4.35
