Intensidad de color,Matiz violeta,Matiz rojo,Intensidad aromatica,Chocolate,Cafe,Tierra,Tabaco,Mermelada,Balsámico,Herbáceo,Aceituna,Vainilla,Acético,Miel,Brocoli,Compota,Humo,Oxidado,Alcohol,Trapo Mojado,Acidez,Amargo,Dulce,Astringencia,Volumen en boca
6.1,5,5.06,4.21,0,0,0,0,0,6.31,4.18,3.41,0,0,0,0,0,5.16,0,0,0,5.15,1.36,3.11,2.17,3.07
